protein_id	ensg	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	cartilage	caudate	cerebellum	cerebral cortex	cervix	choroid plexus	colon	dorsal raphe	duodenum	endometrium	endometrium 1	endometrium 2	epididymis	esophagus	eye	fallopian tube	gallbladder	hair	heart muscle	hippocampus	hypothalamus	kidney	lactating breast	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	pituitary gland	placenta	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	sole of foot	spleen	stomach 1	stomach 2	testis	thymus	thyroid gland	tonsil	urinary bladder	vagina
ENSP00000377655	ENSG00000138468	3	3	3	3	3	3	0	2	3	3	3	0	3	0	2	0	3	3	3	3	0	3	3	0	1	1	0	3	0	1	3	3	3	3	3	3	3	0	3	3	3	0	3	3	3	3	3	2	3	3	2	0	1	3	3	3	0	3	3	3	3
ENSP00000377747	ENSG00000173575	0	2	1	2	1	1	0	2	3	3	2	0	2	0	2	0	3	3	3	1	0	2	2	0	1	3	0	2	0	2	1	2	2	2	2	2	2	0	2	2	2	0	1	3	0	1	1	2	1	2	2	0	1	2	1	3	0	2	2	2	1
ENSP00000377769	ENSG00000169379	2	3	2	2	2	1	0	2	2	2	2	0	3	0	2	0	2	3	2	2	0	2	3	0	2	2	0	2	0	1	3	2	2	2	1	2	2	0	2	2	2	0	2	2	2	2	2	2	1	2	2	0	1	2	2	2	0	2	2	2	2
ENSP00000378026	ENSG00000170776	1	2	3	3	3	2	0	2	0	2	2	0	3	0	3	0	3	3	3	3	0	3	3	0	2	2	0	3	0	2	2	3	2	1	2	2	2	0	3	2	3	0	2	3	2	2	2	3	2	2	1	0	3	3	3	2	0	2	3	3	2
ENSP00000378130	ENSG00000205403	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000378260	ENSG00000101901	1	3	3	2	3	1	0	2	2	2	3	0	3	0	2	0	3	3	3	1	0	3	3	0	1	2	0	2	0	2	2	2	2	1	2	3	2	0	1	1	3	0	2	2	1	2	2	3	1	1	1	0	3	3	3	3	0	2	3	3	1
ENSP00000378288	ENSG00000140795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSP00000378297	ENSG00000109320	0	2	2	3	2	2	0	1	2	1	1	0	2	0	1	0	1	2	2	2	0	2	2	0	0	0	0	1	0	0	3	3	2	1	1	1	2	0	2	1	2	0	1	2	0	2	3	2	1	1	1	0	2	2	1	3	0	1	3	3	1
ENSP00000378323	ENSG00000138814	0	2	1	0	1	2	0	3	3	3	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	3	0	1	0	3	0	1	1	1	1	0	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	2	1	1	2	0	2	2	2	1
ENSP00000378326	ENSG00000188372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000378512	ENSG00000110031	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	2	1	0	0	0	1	3	0	0
ENSP00000378517	ENSG00000118785	0	2	0	1	1	2	0	1	0	0	0	0	2	0	0	0	1	1	1	1	0	1	3	0	0	0	0	3	0	0	1	1	2	0	1	2	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ENSP00000378611	ENSG00000138639	0	2	2	2	1	2	0	2	1	2	1	0	2	0	2	0	2	2	2	1	0	1	2	0	2	1	0	2	0	2	2	2	2	1	2	2	2	0	2	1	2	0	2	1	1	2	1	2	0	2	1	0	2	2	2	2	0	2	2	1	1
ENSP00000378735	ENSG00000116675	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000378756	ENSG00000165449	0	2	2	0	0	0	0	0	0	1	1	0	2	0	2	0	1	1	2	2	0	1	2	0	1	0	0	2	0	1	0	0	0	2	0	1	0	0	0	1	2	0	1	1	1	1	2	2	2	0	0	0	0	2	2	1	0	1	1	1	1
ENSP00000378890	ENSG00000131979	0	2	1	1	1	1	0	0	0	0	2	0	1	0	2	0	0	1	1	2	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	2	2	0	0	0	0	0	1	1	2	0	0	1	1	2
ENSP00000379089	ENSG00000139132	3	2	3	1	2	0	0	2	2	2	1	0	3	0	3	0	2	2	2	3	0	2	3	0	1	0	0	3	0	2	3	2	2	1	1	2	2	0	2	2	3	0	2	2	0	2	2	3	1	2	2	0	3	3	3	3	0	2	2	2	2
ENSP00000379098	ENSG00000058404	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSP00000379107	ENSG00000151746	0	2	2	2	2	2	0	2	2	2	2	0	3	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	2	2	2	2	2	2	2	0	0	2	2	2	0	2	2	2	2	2	2	2	3	2	0	1	2	2	2	0	2	2	2	1
ENSP00000379258	ENSG00000106571	0	2	0	3	1	2	0	2	2	2	2	0	1	0	2	0	0	1	1	0	0	1	2	0	0	2	0	1	0	0	2	0	2	0	1	0	1	0	3	1	2	0	0	0	0	1	2	1	0	0	0	0	3	2	2	3	0	0	2	2	0
ENSP00000379282	ENSG00000204427	0	1	0	0	0	1	0	0	0	2	0	0	3	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0
ENSP00000379396	ENSG00000166833	0	1	3	2	3	2	0	0	2	1	2	0	3	0	3	0	2	2	2	3	0	2	3	0	2	0	0	3	0	1	2	2	2	2	1	2	3	0	3	2	3	0	2	3	2	1	2	3	1	0	0	0	2	3	3	2	0	3	3	3	2
ENSP00000379442	ENSG00000169344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000379451	ENSG00000196724	0	2	2	0	0	2	0	0	1	1	0	0	2	0	2	0	0	0	1	1	0	1	2	0	1	0	0	2	0	2	1	2	2	0	0	2	0	0	1	1	2	0	2	1	2	2	1	2	0	0	0	0	0	2	1	2	0	1	0	2	0
ENSP00000379658	ENSG00000139083	0	0	2	3	2	1	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	2	0	2	0	0	0	0	0	1	1	2	1	0	2	0	0	2	2	0	0	2	2	1	2	0	1	2	0	0	0	1	1	1	2	0	2	0	1	1
ENSP00000379674	ENSG00000154330	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0
ENSP00000379683	ENSG00000137869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000379691	ENSG00000179889	0	1	2	1	1	2	0	0	0	0	2	0	2	0	2	0	1	1	2	1	0	2	2	0	0	0	0	1	0	0	2	0	2	1	2	2	0	0	1	2	2	0	2	1	0	0	0	2	1	1	0	0	0	2	2	2	0	1	1	2	2
ENSP00000379709	ENSG00000107863	0	2	1	1	1	1	0	2	2	2	1	0	1	0	1	0	1	1	2	2	0	2	2	0	2	2	0	2	0	1	0	0	2	0	1	1	2	0	2	0	1	0	2	1	1	2	2	2	2	2	1	0	0	2	2	2	0	2	1	2	0
ENSP00000379823	ENSG00000169031	0	0	2	0	0	1	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0	2	2	0	0	2	2	1	0	0	2	1	0
ENSP00000379836	ENSG00000145740	0	1	2	2	2	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	1	0	1	2	1	2	1	0	2	0	0	2	2	1	0	1	2	2	1	1	2	2	1	2	0	1	2	2	2	0	2	1	0	2
ENSP00000379891	ENSG00000152056	1	2	1	2	1	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	1	0	1	0	2	1	2	0	1	0	2	0	1	1	1	1	0	2	0	1	1	0	0	2	2	2	0	2	0	0	0
ENSP00000379946	ENSG00000063169	1	3	2	3	3	3	0	3	3	3	3	0	3	0	3	0	3	3	3	3	0	3	3	0	3	3	0	3	0	2	2	2	3	3	2	3	0	0	3	3	3	0	3	2	3	3	3	3	3	3	1	0	3	3	3	3	0	3	3	3	3
ENSP00000380116	ENSG00000167595	0	3	2	2	2	2	0	1	2	2	2	0	3	0	2	0	3	3	3	2	0	3	2	0	1	1	0	2	0	2	2	2	3	2	1	3	2	0	3	3	3	0	2	3	0	3	2	2	0	1	0	0	1	2	3	2	0	2	2	2	2
ENSP00000380129	ENSG00000168781	0	2	2	2	2	1	0	2	2	2	2	0	2	0	2	0	2	1	2	0	0	2	2	0	2	2	0	1	0	0	2	2	2	1	2	2	2	0	2	2	2	0	2	2	1	2	2	2	0	2	2	0	0	2	2	2	0	2	2	2	0
ENSP00000380150	ENSG00000198286	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSP00000380193	ENSG00000129535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000380256	ENSG00000162063	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSP00000380352	ENSG00000085788	2	2	1	2	2	2	0	1	2	3	1	0	3	0	3	0	2	1	1	2	0	2	3	0	2	3	0	2	0	2	1	0	2	1	1	2	2	0	2	1	2	0	0	0	2	2	2	3	1	0	2	0	0	2	2	3	0	2	2	2	1
ENSP00000380378	ENSG00000007168	2	2	2	1	2	2	0	2	2	2	2	0	3	0	2	0	2	2	2	2	0	2	2	0	1	2	0	2	0	0	2	2	2	2	2	2	2	0	2	2	2	0	2	2	1	2	2	2	1	2	0	0	2	2	2	3	0	2	2	2	2
ENSP00000380448	ENSG00000100342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000380505	ENSG00000183091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000380562	ENSG00000187535	1	3	0	0	1	2	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	2	2	0	1	1	0	1	0	0	2	0	2	1	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	0	2	2	2	0	0	0	1	0
ENSP00000380628	ENSG00000134121	0	0	0	0	1	3	0	2	3	3	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	1	0	3	0	1	0	0	0	0	1	3	0	0	0	0	2	1	0	0	2	1	0	0	0	0	2	0	0	0	0	1
ENSP00000380763	ENSG00000133422	1	1	3	3	2	2	0	3	3	2	2	0	2	0	2	0	1	1	1	2	0	1	2	0	1	3	0	2	0	2	2	1	3	2	2	2	0	0	3	1	2	0	1	2	0	2	2	3	1	0	1	0	1	2	3	2	0	2	2	2	1
ENSP00000380781	ENSG00000008441	2	0	1	2	3	3	0	2	3	2	3	0	2	0	2	0	0	1	2	3	0	3	3	0	1	3	0	3	0	2	2	1	3	3	3	0	0	0	2	3	1	0	3	2	3	3	3	2	3	3	3	0	2	2	3	3	0	3	1	1	2
ENSP00000380860	ENSG00000105976	1	2	2	1	1	2	0	2	2	3	3	0	2	0	3	0	2	2	2	2	0	2	3	0	2	2	0	2	0	2	3	1	2	1	1	2	1	0	2	1	3	0	1	2	2	1	2	3	1	3	2	0	1	2	2	2	0	1	2	2	2
ENSP00000380897	ENSG00000134160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000381008	ENSG00000181143	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000381034	ENSG00000170677	1	2	2	2	1	2	0	0	2	1	1	0	2	0	2	0	2	2	2	1	0	2	2	0	1	0	0	2	0	1	2	1	2	1	1	1	2	0	2	1	2	0	2	1	1	1	2	2	2	1	0	0	2	2	2	2	0	2	2	1	0
ENSP00000381206	ENSG00000139547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000381571	ENSG00000104728	0	1	0	1	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	3	0	1	1	1	0
ENSP00000381628	ENSG00000251664	0	0	0	0	0	0	0	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSP00000381640	ENSG00000173120	3	3	3	3	2	3	0	3	3	3	3	0	3	0	3	0	2	3	3	3	0	3	3	0	3	2	0	3	0	2	3	3	3	3	2	3	3	0	3	2	3	0	3	2	3	3	3	3	2	3	3	0	3	3	3	3	0	3	3	3	3
ENSP00000381693	ENSG00000214655	2	2	2	1	1	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	2	2	1	2	2	1	2	2	0	2	2	2	0	0	2	2	2	2	2	2	1	2	0	2	2	2	2	0	2	2	2	2
ENSP00000381726	ENSG00000185686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000381775	ENSG00000120659	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSP00000381932	ENSG00000157540	1	2	3	1	3	2	0	1	2	1	3	0	2	0	2	0	2	2	2	2	0	3	3	0	1	1	0	2	0	0	2	2	2	2	1	2	2	0	3	2	2	0	3	2	2	1	2	3	2	1	1	0	2	2	2	2	0	2	2	2	2
ENSP00000382064	ENSG00000134769	0	2	1	0	2	1	0	3	3	3	2	0	2	0	2	0	1	1	2	1	0	3	2	0	3	2	0	2	0	0	2	0	2	2	0	2	0	0	3	1	2	0	2	2	3	2	2	2	3	0	0	0	0	2	2	2	0	1	2	1	2
ENSP00000382104	ENSG00000142197	0	2	2	2	2	1	0	0	2	2	2	0	2	0	3	0	1	0	0	1	0	0	2	0	2	2	0	3	0	1	1	0	0	0	0	2	3	0	0	1	2	0	2	2	0	0	0	3	1	0	0	0	2	3	3	1	0	1	0	1	0
ENSP00000382177	ENSG00000197535	0	0	2	1	2	1	0	1	3	3	1	0	2	0	1	0	2	2	1	0	0	2	1	0	0	2	0	2	0	0	1	1	0	1	0	1	1	0	2	1	2	0	2	2	0	1	2	2	0	0	0	0	0	1	1	1	0	2	2	2	0
ENSP00000382193	ENSG00000134571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000382423	ENSG00000095015	1	3	2	2	2	3	0	2	2	2	3	0	3	0	3	0	2	2	2	2	0	2	2	0	3	2	0	2	0	3	3	2	3	1	1	3	3	0	3	2	2	0	2	2	1	2	2	2	1	2	2	0	2	2	2	3	0	3	3	2	2
ENSP00000382476	ENSG00000171495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000382492	ENSG00000157927	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	3	0	0	1	0	1
ENSP00000382646	ENSG00000215187	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSP00000382717	ENSG00000157796	0	2	2	0	2	2	0	1	2	2	1	0	3	0	3	0	2	2	2	2	0	2	2	0	3	1	0	2	0	3	0	2	0	3	3	1	1	3	3	2	2	0	3	3	0	0	1	3	1	0	0	0	0	2	1	2	0	3	2	1	2
ENSP00000383199	ENSG00000049759	0	1	2	0	1	2	0	0	0	2	2	0	2	0	2	0	1	2	1	0	0	2	2	0	1	0	0	2	0	0	1	1	1	0	1	2	0	0	2	2	2	0	0	2	0	0	0	2	0	0	0	0	0	2	2	0	0	2	1	1	0
ENSP00000383295	ENSG00000172915	2	2	2	0	2	2	0	3	3	3	1	0	2	0	1	0	0	0	2	2	0	1	2	0	0	3	0	2	0	0	2	0	0	2	0	3	2	0	1	2	2	0	0	2	0	2	0	2	1	2	0	0	0	1	2	3	0	2	0	2	0
ENSP00000383303	ENSG00000171587	0	0	0	0	0	0	0	3	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSP00000383411	ENSG00000155307	0	2	2	2	0	1	0	1	2	2	0	0	1	0	2	0	0	0	2	1	0	2	1	0	1	2	0	1	0	1	2	3	2	0	0	0	2	0	1	1	1	0	2	1	2	0	0	2	0	0	0	0	1	2	1	3	0	2	3	1	0
ENSP00000384006	ENSG00000138380	2	2	3	1	2	3	0	1	3	2	2	0	3	0	2	0	2	2	2	2	0	2	3	0	2	1	0	2	0	1	2	1	3	2	1	3	2	0	3	3	2	0	3	2	2	2	2	2	1	1	2	0	1	2	2	3	0	3	2	2	2
ENSP00000384008	ENSG00000160117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSP00000384018	ENSG00000196498	2	2	2	2	2	0	0	1	3	2	2	0	2	0	1	0	1	2	2	2	0	2	2	0	1	2	0	2	0	0	2	0	2	0	2	2	0	0	3	2	2	0	2	2	0	2	1	2	2	2	0	0	1	2	2	2	0	2	2	2	1
ENSP00000384115	ENSG00000167077	0	1	0	1	1	1	0	0	0	1	2	0	2	0	2	0	1	0	0	1	0	1	1	0	2	0	0	2	0	1	0	0	0	1	0	1	1	0	1	0	2	0	1	0	1	2	2	2	0	1	1	0	0	2	2	2	0	1	0	2	2
ENSP00000384179	ENSG00000169946	2	2	2	3	2	2	0	2	3	3	2	0	1	0	2	0	1	1	1	2	0	2	3	0	0	0	0	2	0	1	2	1	2	3	2	2	1	0	3	2	2	0	1	2	2	2	2	2	0	2	2	0	1	2	1	2	0	2	2	2	1
ENSP00000384190	ENSG00000155100	2	2	2	2	3	2	0	2	2	2	2	0	3	0	2	0	2	2	2	2	0	2	2	0	2	1	0	2	0	1	3	2	2	1	2	2	2	0	2	2	3	0	2	2	2	3	2	3	2	2	2	0	2	2	2	2	0	2	2	2	2
ENSP00000384247	ENSG00000106633	2	1	3	2	2	3	0	2	2	3	1	0	3	0	3	0	1	2	2	2	0	1	2	0	1	3	0	2	0	2	2	1	2	1	2	3	2	0	3	3	3	0	1	1	1	2	0	3	2	1	2	0	1	3	3	2	0	2	1	1	0
ENSP00000384290	ENSG00000126870	0	2	1	2	1	3	0	2	2	1	2	0	2	0	2	0	2	2	2	0	0	2	2	0	1	3	0	2	0	2	2	2	3	0	2	3	1	0	3	2	1	0	0	2	0	2	1	2	0	1	1	0	1	2	2	3	0	2	2	1	0
ENSP00000384330	ENSG00000133020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSP00000384582	ENSG00000164199	0	2	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0
ENSP00000384670	ENSG00000250423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSP00000384720	ENSG00000196405	0	0	3	1	0	2	0	0	1	2	0	0	3	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	3	1	1	0	0	0	3	1	0
ENSP00000384863	ENSG00000082898	2	3	3	3	2	3	0	2	2	2	3	0	3	0	3	0	2	3	3	3	0	3	2	0	3	2	0	2	0	0	3	2	3	3	3	3	1	0	3	2	3	0	3	2	3	3	3	3	2	2	0	0	2	3	3	3	0	3	3	3	3
ENSP00000385215	ENSG00000135315	1	2	2	2	2	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	2	2	0	2	0	0	2	1	2	2	2	1	2	0	2	2	2	0	2	2	2	2	2	2	1	2	2	0	1	1	2	2	0	2	2	2	2
ENSP00000385246	ENSG00000186951	3	2	2	3	2	3	0	2	3	3	3	0	3	0	2	0	2	2	2	3	0	2	3	0	3	2	0	3	0	2	3	2	3	2	2	3	2	0	3	2	3	0	3	2	3	3	3	3	3	3	3	0	3	3	3	3	0	3	2	3	3
ENSP00000385545	ENSG00000162849	0	2	1	1	2	2	0	2	2	1	0	0	2	0	2	0	2	2	2	2	0	2	2	0	2	1	0	2	0	1	2	1	2	0	0	2	2	0	2	2	2	0	1	2	1	1	0	2	0	2	0	0	1	2	2	2	0	2	1	2	0
ENSP00000385597	ENSG00000106012	1	3	3	2	2	3	0	1	3	3	3	0	3	0	3	0	3	3	3	2	0	3	3	0	3	2	0	2	0	1	3	3	3	2	3	3	2	0	3	3	3	0	1	2	0	3	2	3	1	3	3	0	3	3	3	3	0	3	3	3	0
ENSP00000385616	ENSG00000100242	2	2	3	3	3	3	0	3	3	3	3	0	3	0	3	0	3	3	3	2	0	3	3	0	3	3	0	3	0	3	3	3	0	3	3	2	3	0	3	3	3	0	2	3	3	3	3	3	3	0	3	0	3	3	3	2	0	3	3	3	3
ENSP00000385622	ENSG00000068796	1	3	3	3	2	3	0	3	3	2	3	0	3	0	2	0	2	2	2	2	0	3	2	0	0	2	0	0	0	0	2	3	3	0	0	2	2	0	3	0	2	0	0	0	0	1	3	2	0	2	1	0	2	1	0	2	0	0	3	3	0
ENSP00000385722	ENSG00000164880	2	2	2	2	2	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	0	2	2	0	1	2	0	2	0	2	3	2	2	0	1	2	2	0	2	2	2	0	2	2	0	2	2	2	2	3	3	0	1	2	2	3	0	2	2	2	2
ENSP00000385746	ENSG00000102172	0	2	1	1	2	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	3	1	0	0	2	2	1	0	0	0	1	1	0	1	1	2	0	0	0	1	1	3	0	2	1	1	0
ENSP00000385823	ENSG00000057935	3	3	3	2	3	0	0	3	3	2	2	0	3	0	3	0	2	0	2	3	0	2	3	0	0	2	0	3	0	1	2	2	3	3	2	3	2	0	3	2	3	0	2	2	2	2	2	3	0	1	1	0	1	3	3	3	0	2	3	3	2
ENSP00000385834	ENSG00000091513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSP00000385835	ENSG00000196588	0	2	2	2	2	2	0	1	2	2	2	0	2	0	1	0	0	1	2	1	0	2	1	0	1	0	0	2	0	0	2	2	2	1	2	1	0	0	2	1	2	0	1	2	1	2	2	1	1	0	2	0	0	1	1	2	0	2	2	2	1
ENSP00000385852	ENSG00000168137	0	3	2	3	2	2	0	2	3	3	2	0	2	0	2	0	3	3	2	3	0	2	2	0	2	3	0	3	0	2	3	2	3	2	2	2	2	0	2	2	3	0	2	1	2	2	3	2	3	1	0	0	2	2	2	3	0	3	2	2	2
ENSP00000385925	ENSG00000244588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
